medicamentosap,textobrevemedicamento,med_std,esencial,esencial_item,esencial_desc
5000804,"SP INST COMPRESOR ALTERNATIVO 48 BTU/H","SP INST COMPRESOR ALTERNATIVO 48 BTU/H","No esencial","",""
5000805,"MO INST COMPRESOR ALTERNTIVO 48 BTU/H","MO INST COMPRESOR ALTERNTIVO 48 BTU/H","No esencial","",""
5000806,"SP INST COMPRESOR ALTERNATIVO 60 BTU/H","SP INST COMPRESOR ALTERNATIVO 60 BTU/H","No esencial","",""
5000807,"MO INST COMPRESOR ALTERNATIVO 60 BTU/H","MO INST COMPRESOR ALTERNATIVO 60 BTU/H","No esencial","",""
5000808,"SP INST COMP ALTER REBO 2HP-R22 CAM FRIG","SP INST COMP ALTER REBO 2HP-R22 CAM FRIG","No esencial","",""
5000809,"MO INST COMP ALTER REBO 2HP-R22 CAM FRIG","MO INST COMP ALTER REBO 2HP-R22 CAM FRIG","No esencial","",""
5000810,"SP INST COMP ALTER REB 3,2HP-R22 CAM FRG","SP INST COMP ALTER REB 3,2HP-R22 CAM FRG","No esencial","",""
5000811,"MO INST COMP ALTER REB 3,2HP-R22 CAM FRG","MO INST COMP ALTER REB 3,2HP-R22 CAM FRG","No esencial","",""
5000812,"SP INST COMPRESOR 1/4 HP P/R134 A O R409","SP INST COMPRESOR 1/4 HP P/R134 A O R409","No esencial","",""
5000813,"MO INST COMPRESOR 1/4 HP P/R134 A O R409","MO INST COMPRESOR 1/4 HP P/R134 A O R409","No esencial","",""
5000814,"SP INST COMPRESOR 1/6 HP P/R134 A O R409","SP INST COMPRESOR 1/6 HP P/R134 A O R409","No esencial","",""
5000815,"MO INST COMPRESOR 1/6 HP P/R134 A O R409","MO INST COMPRESOR 1/6 HP P/R134 A O R409","No esencial","",""
5000816,"SP INST COMPRESOR 1/8 HP P/R134 A O R409","SP INST COMPRESOR 1/8 HP P/R134 A O R409","No esencial","",""
5000817,"MO INST COMPRESOR 1/8 HP P/R134 A O R409","MO INST COMPRESOR 1/8 HP P/R134 A O R409","No esencial","",""
5000818,"SP INST COMPRESOR ROTATIVO 12K BTU/H","SP INST COMPRESOR ROTATIVO 12K BTU/H","No esencial","",""
5000819,"MO INST COMPRESOR ROTATIVO 12K BTU/H","MO INST COMPRESOR ROTATIVO 12K BTU/H","No esencial","",""
5000820,"SP INST COMPRESORES ROTATIVO 18K BTU/H","SP INST COMPRESORES ROTATIVO 18K BTU/H","No esencial","",""
5000821,"MO INST COMPRESORES ROTATIVO 18K BTU/H","MO INST COMPRESORES ROTATIVO 18K BTU/H","No esencial","",""
5000822,"SP INST COMPRESORES ROTATIVO 24K BTU/H","SP INST COMPRESORES ROTATIVO 24K BTU/H","No esencial","",""
5000823,"MO INST COMPRESORES ROTATIVO 24K BTU/H","MO INST COMPRESORES ROTATIVO 24K BTU/H","No esencial","",""
5000824,"SP INST COMPRESORES ROTATIVO 36K BTU/H","SP INST COMPRESORES ROTATIVO 36K BTU/H","No esencial","",""
5000825,"MO INST COMPRESORES ROTATIVO 36K BTU/H","MO INST COMPRESORES ROTATIVO 36K BTU/H","No esencial","",""
5000826,"SP INST COMPRESORES ROTATIVO 48K BTU/H","SP INST COMPRESORES ROTATIVO 48K BTU/H","No esencial","",""
5000827,"MO INST COMPRESORES ROTATIVO 48K BTU/H","MO INST COMPRESORES ROTATIVO 48K BTU/H","No esencial","",""
5000828,"SP INST COMPRESORES ROTATIVO 60K BTU/H","SP INST COMPRESORES ROTATIVO 60K BTU/H","No esencial","",""
5000829,"MO INST COMPRESORES ROTATIVO 60K BTU/H","MO INST COMPRESORES ROTATIVO 60K BTU/H","No esencial","",""
5000830,"SP INST COMPR ROTATIV 10HP P/AA COMPACTO","SP INST COMPR ROTATIV 10HP P/AA COMPACTO","No esencial","",""
5000831,"MO INST COMPR ROTATIV 10HP P/AA COMPACTO","MO INST COMPR ROTATIV 10HP P/AA COMPACTO","No esencial","",""
5000832,"SP INST COMPR ROTATIV 12HP P/AA COMPACTO","SP INST COMPR ROTATIV 12HP P/AA COMPACTO","No esencial","",""
5000833,"MO INST COMPR ROTATIV 12HP P/AA COMPACTO","MO INST COMPR ROTATIV 12HP P/AA COMPACTO","No esencial","",""
5000834,"SP INST COMPR ROTATIV 14HP P/AA COMPACTO","SP INST COMPR ROTATIV 14HP P/AA COMPACTO","No esencial","",""
5000835,"MO INST COMP ROTATIV 14HP P/ AA COMPACTO","MO INST COMP ROTATIV 14HP P/ AA COMPACTO","No esencial","",""
5000836,"SP INST CONTACTOR TRIFASICO 32 AMP","SP INST CONTACTOR TRIFASICO 32 AMP","No esencial","",""
5000837,"MO INST CONTACTOR TRIFASICO 32 AMP","MO INST CONTACTOR TRIFASICO 32 AMP","No esencial","",""
5000838,"SP INST CONTACTOR TRIFASICO 50 AMP","SP INST CONTACTOR TRIFASICO 50 AMP","No esencial","",""
5000839,"MO INST CONTACTOR TRIFASICO 50 AMP","MO INST CONTACTOR TRIFASICO 50 AMP","No esencial","",""
5000840,"SP INST FILTRO C/SILI INDU 3/8 CAM FRIG","SP INST FILTRO C/SILI INDU 3/8 CAM FRIG","No esencial","",""
5000841,"MO INST FILTRO C/SILI INDU 3/8 CAM FRIG","MO INST FILTRO C/SILI INDU 3/8 CAM FRIG","No esencial","",""
5000842,"SP INST FILTRO D AIRE P/AA INDIVI (MANTA","SP INST FILTRO D AIRE P/AA INDIVI (MANTA","No esencial","",""
5000843,"MO INST FILTRO D AIRE P/AA INDIV (MANTA)","MO INST FILTRO D AIRE P/AA INDIV (MANTA)","No esencial","",""
5000844,"SP INST DE LLAVE SELECTORA FRIO CALIENTE","SP INST DE LLAVE SELECTORA FRIO CALIENTE","No esencial","",""
5000845,"MO INST DE LLAVE SELECTORA FRIO CALIENTE","MO INST DE LLAVE SELECTORA FRIO CALIENTE","No esencial","",""
5000846,"SP INST MOTOR 2.5HP VENTI EVA AA COMPAC","SP INST MOTOR 2.5HP VENTI EVA AA COMPAC","No esencial","",""
5000847,"MO INST MOTOR 2.5HP VENTI EVA AA COMPAC","MO INST MOTOR 2.5HP VENTI EVA AA COMPAC","No esencial","",""
5000848,"SP INST MOTOR 3.5HP VENTI EVA AA COMPAC","SP INST MOTOR 3.5HP VENTI EVA AA COMPAC","No esencial","",""
5000849,"MO INST MOTOR 3.5HP VENTI EVA AA COMPAC","MO INST MOTOR 3.5HP VENTI EVA AA COMPAC","No esencial","",""
5000850,"SP INST MOT VENT AA SPLT 12K BTU/H EVAP","SP INST MOT VENT AA SPLT 12K BTU/H EVAP","No esencial","",""
5000851,"MO INST MOT VENT AA SPLT 12K BTU/H EVAP","MO INST MOT VENT AA SPLT 12K BTU/H EVAP","No esencial","",""
5000852,"SP INST MOT VENT AA SPLT 12K BTU/H COND","SP INST MOT VENT AA SPLT 12K BTU/H COND","No esencial","",""
5000853,"MO INST MOT VENT AA SPLT 12K BTU/H COND","MO INST MOT VENT AA SPLT 12K BTU/H COND","No esencial","",""
5000854,"SP INST VENT P/ AA SPLIT 18K BTU/H EVAP","SP INST VENT P/ AA SPLIT 18K BTU/H EVAP","No esencial","",""
5000855,"MO INST MOT VENT AA SPLIT 18K BTU/H EVAP","MO INST MOT VENT AA SPLIT 18K BTU/H EVAP","No esencial","",""
5000856,"SP INST VENT P/ AA SPLIT 18K BTU/H COND","SP INST VENT P/ AA SPLIT 18K BTU/H COND","No esencial","",""
5000857,"MO INST VENT P/ AA SPLIT 18K BTU/H COND","MO INST VENT P/ AA SPLIT 18K BTU/H COND","No esencial","",""
5000858,"SP INST MOT VENT AA SPLIT 24K BTU/H COND","SP INST MOT VENT AA SPLIT 24K BTU/H COND","No esencial","",""
5000859,"MO INST MOT VENT AA SPLIT 24K BTU/H COND","MO INST MOT VENT AA SPLIT 24K BTU/H COND","No esencial","",""
5000860,"SP INST MOT VENT AA SPLIT 24K BTU/H EVAP","SP INST MOT VENT AA SPLIT 24K BTU/H EVAP","No esencial","",""
5000861,"MO INST MOT VENT AA SPLIT 24K BTU/H EVAP","MO INST MOT VENT AA SPLIT 24K BTU/H EVAP","No esencial","",""
5000862,"SP INST MOTO P/ AA SPLIT 36K BTU/H COND","SP INST MOTO P/ AA SPLIT 36K BTU/H COND","No esencial","",""
5000863,"MO INST MOTO VENT P/AA 36K BTU/H COND","MO INST MOTO VENT P/AA 36K BTU/H COND","No esencial","",""
5000864,"SP INST MOT VENT AA SPLIT 36K BTU/H EVAP","SP INST MOT VENT AA SPLIT 36K BTU/H EVAP","No esencial","",""
5000865,"MO INST MOT VENT AA SPLIT 36K BTU/H EVAP","MO INST MOT VENT AA SPLIT 36K BTU/H EVAP","No esencial","",""
5000866,"SP INST MOT VENT AA SPLIT 48K BTU/H COND","SP INST MOT VENT AA SPLIT 48K BTU/H COND","No esencial","",""
5000867,"SP INST MOT VENT AA SPLIT 48K BTU/H COND","SP INST MOT VENT AA SPLIT 48K BTU/H COND","No esencial","",""
5000868,"SP INST MOT VENT AA SPLIT 48K BTU/H EVAP","SP INST MOT VENT AA SPLIT 48K BTU/H EVAP","No esencial","",""
5000869,"MO INST VENT P/ AA SPLIT 48K BTU/H EVAP","MO INST VENT P/ AA SPLIT 48K BTU/H EVAP","No esencial","",""
5000870,"SP INST MOT VENT P/ SPLIT 60K BTU/H COND","SP INST MOT VENT P/ SPLIT 60K BTU/H COND","No esencial","",""
5000871,"MO INST MOT VENT P/ SPLIT 60K BTU/H COND","MO INST MOT VENT P/ SPLIT 60K BTU/H COND","No esencial","",""
5000872,"SP INST MOT VENT P/ SPLIT 60K BTU/H EVAP","SP INST MOT VENT P/ SPLIT 60K BTU/H EVAP","No esencial","",""
5000873,"MO INST MOT VENT P/ SPLIT 60K BTU/H EVAP","MO INST MOT VENT P/ SPLIT 60K BTU/H EVAP","No esencial","",""
5000874,"SP INST MT VNT COND AA COMP100-300KBTU/H","SP INST MT VNT COND AA COMP100-300KBTU/H","No esencial","",""
5000875,"MO INST MT VNT COND AA COMP100-300KBTU/H","MO INST MT VNT COND AA COMP100-300KBTU/H","No esencial","",""
5000876,"SP INST MOT VENT P/ AA INDIV 12K BTU/H","SP INST MOT VENT P/ AA INDIV 12K BTU/H","No esencial","",""
5000877,"MO INST MOT VENT P/ AA INDIV 12K BTU/H","MO INST MOT VENT P/ AA INDIV 12K BTU/H","No esencial","",""
5000878,"SP INST MOT VENT P/ AA INDIV 18K BTU/H","SP INST MOT VENT P/ AA INDIV 18K BTU/H","No esencial","",""
5000879,"MO INST MOT VENT P/ AA INDIV 18K BTU/H","MO INST MOT VENT P/ AA INDIV 18K BTU/H","No esencial","",""
5000880,"SP INST MOT VENT P/ AA INDIV 24K BTU/H","SP INST MOT VENT P/ AA INDIV 24K BTU/H","No esencial","",""
5000881,"MO INST MOT VENT P/AA INDIV 24K BTU/H","MO INST MOT VENT P/AA INDIV 24K BTU/H","No esencial","",""
5000882,"SP INST PALETA P/AA INDIV 12K BTU/H","SP INST PALETA P/AA INDIV 12K BTU/H","No esencial","",""
5000883,"MO INST PALETA P/AA INDIV 12K BTU/H","MO INST PALETA P/AA INDIV 12K BTU/H","No esencial","",""
5000884,"SP INST PALETA P/ AA INDIV 18K BTU/H","SP INST PALETA P/ AA INDIV 18K BTU/H","No esencial","",""
5000885,"MO INST PALETA P/AA INDIV 18K BTU/H","MO INST PALETA P/AA INDIV 18K BTU/H","No esencial","",""
5000886,"SP INST PALETA P/ AA INDIV 24K BTU/H","SP INST PALETA P/ AA INDIV 24K BTU/H","No esencial","",""
5000887,"MO INST PALETA P/AA INDIV 24K BTU/H","MO INST PALETA P/AA INDIV 24K BTU/H","No esencial","",""
5000888,"SP INST PERILLA P/ AA INDIVID CON PLACA","SP INST PERILLA P/ AA INDIVID CON PLACA","No esencial","",""
5000889,"MO INST PERILLA P/ AA INDIVID CON PLACA","MO INST PERILLA P/ AA INDIVID CON PLACA","No esencial","",""
5000890,"SP INST PLAQUETA ELECTRONICA SEGÚN PBC","SP INST PLAQUETA ELECTRONICA SEGUN PBC","No esencial","",""
5000891,"MO INST PLAQUETA ELECTRONICA SEGÚN PBC","MO INST PLAQUETA ELECTRONICA SEGUN PBC","No esencial","",""
5000892,"SP INST SOPORTE DE FE P/ AA","SP INST SOPORTE DE FE P/ AA","No esencial","",""
5000893,"MO INST SOPORTE DE FE P/ AA","MO INST SOPORTE DE FE P/ AA","No esencial","",""
5000894,"SP INST TERMOST FRIO/CALOR P/ AA","SP INST TERMOST FRIO/CALOR P/ AA","No esencial","",""
5000895,"MO INST TERMOST FRIO/CALOR P/ AA","MO INST TERMOST FRIO/CALOR P/ AA","No esencial","",""
5000896,"SP INST TURB PLAST P/ AA INDIV 12K BTU/H","SP INST TURB PLAST P/ AA INDIV 12K BTU/H","No esencial","",""
5000897,"MO INST TURB PLAST P/ AA INDIV 12K BTU/H","MO INST TURB PLAST P/ AA INDIV 12K BTU/H","No esencial","",""
5000898,"SP INST TURB PLAST P/ AA INDV 18K BTU/H","SP INST TURB PLAST P/ AA INDV 18K BTU/H","No esencial","",""
5000899,"MO INST TURB PLAST P/ AA INDV 18K BTU/H","MO INST TURB PLAST P/ AA INDV 18K BTU/H","No esencial","",""
5000900,"SP INST TURB PLAST P/ AA INDV 24K BTU/H","SP INST TURB PLAST P/ AA INDV 24K BTU/H","No esencial","",""
5000901,"MO INST TURB PLAST P/ AA INDV 24K BTU/H","MO INST TURB PLAST P/ AA INDV 24K BTU/H","No esencial","",""
5000902,"SP INST TURB PLAST P/ AA SPLIT 12K BTU/H","SP INST TURB PLAST P/ AA SPLIT 12K BTU/H","No esencial","",""
5000903,"MO INST TURB PLAST P/ AA SPLIT 12K BTU/H","MO INST TURB PLAST P/ AA SPLIT 12K BTU/H","No esencial","",""
5000904,"SP INST TURB PLAST P/ AA SPLIT 18K BTU/H","SP INST TURB PLAST P/ AA SPLIT 18K BTU/H","No esencial","",""
5000905,"MO INST TURB PLAST P/ AA SPLIT 18K BTU/H","MO INST TURB PLAST P/ AA SPLIT 18K BTU/H","No esencial","",""
5000906,"SP INST TURB PLAST P/ AA SPLIT 24K BTU/H","SP INST TURB PLAST P/ AA SPLIT 24K BTU/H","No esencial","",""
5000907,"MO INST TURB PLAST P/ AA SPLIT 24K BTU/H","MO INST TURB PLAST P/ AA SPLIT 24K BTU/H","No esencial","",""
5000908,"SP INST TURB PLAST P/ AA SPLIT 36K BTU/H","SP INST TURB PLAST P/ AA SPLIT 36K BTU/H","No esencial","",""
5000909,"MO INST TURB PLAST P/ AA SPLIT 36K BTU/H","MO INST TURB PLAST P/ AA SPLIT 36K BTU/H","No esencial","",""
5000910,"SP INST TURB PLAST P/ AA SPLIT 48K BTU/H","SP INST TURB PLAST P/ AA SPLIT 48K BTU/H","No esencial","",""
5000911,"MO INST TURB PLAST P/ AA SPLIT 48K BTU/H","MO INST TURB PLAST P/ AA SPLIT 48K BTU/H","No esencial","",""
5000912,"SP INST TURB PLAST P/ AA SPLIT 60K BTU/H","SP INST TURB PLAST P/ AA SPLIT 60K BTU/H","No esencial","",""
5000913,"MO INST TURB PLAST P/ AA SPLIT 60K BTU/H","MO INST TURB PLAST P/ AA SPLIT 60K BTU/H","No esencial","",""
5000914,"SP INST VALVULA 10TON P/ AA COMPACTO","SP INST VALVULA 10TON P/ AA COMPACTO","No esencial","",""
5000915,"MO INST VALVULA 10TON P/ AA COMPACTO","MO INST VALVULA 10TON P/ AA COMPACTO","No esencial","",""
5000916,"SP INST DE VALVULA DE EXPANSION 2 TR","SP INST DE VALVULA DE EXPANSION 2 TR","No esencial","",""
5000917,"MO INST DE VALVULA DE EXPANSION 2 TR","MO INST DE VALVULA DE EXPANSION 2 TR","No esencial","",""
5000918,"SP INST DE VALVULA DE EXPANSION 3 TR","SP INST DE VALVULA DE EXPANSION 3 TR","No esencial","",""
5000919,"MO INST DE VALVULA DE EXPANSION 3 TR","MO INST DE VALVULA DE EXPANSION 3 TR","No esencial","",""
5000920,"SP INST VALVULA INVERSOR P/ AA 12K BTU/H","SP INST VALVULA INVERSOR P/ AA 12K BTU/H","No esencial","",""
5000921,"MO INST VALVULA INVERSOR P/ AA 12K BTU/H","MO INST VALVULA INVERSOR P/ AA 12K BTU/H","No esencial","",""
5000922,"SP INST VALVULA INVERSOR P/ AA 18K BTU/H","SP INST VALVULA INVERSOR P/ AA 18K BTU/H","No esencial","",""
5000923,"MO INST VALVULA INVERSOR P/ AA 18K BTU/H","MO INST VALVULA INVERSOR P/ AA 18K BTU/H","No esencial","",""
5000924,"SP INST VALVULA INVERSOR P/ AA 24K BTU/H","SP INST VALVULA INVERSOR P/ AA 24K BTU/H","No esencial","",""
5000925,"MO INST VALVULA INVERSOR P/ AA 24K BTU/H","MO INST VALVULA INVERSOR P/ AA 24K BTU/H","No esencial","",""
5000926,"SP INST VALVULA INVERSOR P/ AA 36K BTU/H","SP INST VALVULA INVERSOR P/ AA 36K BTU/H","No esencial","",""
5000927,"MO INST VALVULA INVERSOR P/ AA 36K BTU/H","MO INST VALVULA INVERSOR P/ AA 36K BTU/H","No esencial","",""
5000928,"SP INST VALVULA INVERSOR P/ AA 48K BTU/H","SP INST VALVULA INVERSOR P/ AA 48K BTU/H","No esencial","",""
5000929,"MO INST VALVULA INVERSOR P/ AA 48K BTU/H","MO INST VALVULA INVERSOR P/ AA 48K BTU/H","No esencial","",""
5000930,"SP INST VALVULA INVERSOR P/ AA 60K BTU/H","SP INST VALVULA INVERSOR P/ AA 60K BTU/H","No esencial","",""
5000931,"MO INST VALVULA INVERSOR P/ AA 60K BTU/H","MO INST VALVULA INVERSOR P/ AA 60K BTU/H","No esencial","",""
5000932,"SP INST DE VALVULA VISOR DE LIQUIDOS","SP INST DE VALVULA VISOR DE LIQUIDOS","No esencial","",""
5000933,"MO INST DE VALVULA VISOR DE LIQUIDOS","MO INST DE VALVULA VISOR DE LIQUIDOS","No esencial","",""
5000934,"SP INST DE VARILLA DE BRONCE","SP INST DE VARILLA DE BRONCE","No esencial","",""
5000935,"MOINST DE VARILLA DE BRONCE","MOINST DE VARILLA DE BRONCE","No esencial","",""
5000936,"SP INST DE VARILLA DE PLATA","SP INST DE VARILLA DE PLATA","No esencial","",""
5000937,"MO INST DE VARILLA DE PLATA","MO INST DE VARILLA DE PLATA","No esencial","",""
5000938,"SP INST MOTOR COMP INVERTER QXFS-7200RPM","SP INST MOTOR COMP INVERTER QXFS-7200RPM","No esencial","",""
5000939,"MO INST MOTOR COMP INVERTER QXFS-7200RPM","MO INST MOTOR COMP INVERTER QXFS-7200RPM","No esencial","",""
5000940,"SP INST DE PLAQUETA ELECTRONICA INVERTER","SP INST DE PLAQUETA ELECTRONICA INVERTER","No esencial","",""
5000941,"MO INST DE PLAQUETA ELECTRONICA INVERTER","MO INST DE PLAQUETA ELECTRONICA INVERTER","No esencial","",""
5000942,"ADENDA % CONTRATO - MONTO","ADENDA % CONTRATO - MONTO","No esencial","",""
5000943,"ADENDA % CONTRATO - LOTE","ADENDA % CONTRATO - LOTE","No esencial","",""
5000944,"MANT PREVEN DE CAMARA FRIGORIFICA","MANT PREVEN DE CAMARA FRIGORIFICA","No esencial","",""
5000945,"MP EQUIPOS ACONDICIONADORES DE 12K BTU/H","MP EQUIPOS ACONDICIONADORES DE 12K BTU/H","No esencial","",""
5000946,"MP EQUIPOS ACONDICIONADORES 18K BTU/H","MP EQUIPOS ACONDICIONADORES 18K BTU/H","No esencial","",""
5000947,"MP EQUIPOS ACONDICIONADORES DE 24K BTU/H","MP EQUIPOS ACONDICIONADORES DE 24K BTU/H","No esencial","",""
5000948,"MP EQUIPOS ACONDICIONADORES 36K BTU/H","MP EQUIPOS ACONDICIONADORES 36K BTU/H","No esencial","",""
5000949,"MP EQUIPOS ACONDICIONADORES 48K BTU/H","MP EQUIPOS ACONDICIONADORES 48K BTU/H","No esencial","",""
5000950,"MP EQUIPOS ACONDICIONADORES 60K BTU/H","MP EQUIPOS ACONDICIONADORES 60K BTU/H","No esencial","",""
5000951,"MP AA TIPO COMPACTO DE 120K A 300K BTU/H","MP AA TIPO COMPACTO DE 120K A 300K BTU/H","No esencial","",""
5000952,"MP DUCTO DE AA TIPO COMPACTO POR METRO","MP DUCTO DE AA TIPO COMPACTO POR METRO","No esencial","",""
5000953,"CARGA GAS REFRIG R22, R410, R134, R409","CARGA GAS REFRIG R22, R410, R134, R409","No esencial","",""
5000954,"MO INST GAS REFRI R22, R 410, R134, R409","MO INST GAS REFRI R22, R 410, R134, R409","No esencial","",""
5000955,"CARGA DE GAS REFRIGERANTE R32","CARGA DE GAS REFRIGERANTE R32","No esencial","",""
5000956,"MO INST DE GAS REFRIGERANTE R32","MO INST DE GAS REFRIGERANTE R32","No esencial","",""
5000957,"SERV CARGA DE GAS REFRIGERANTE R407C","SERV CARGA DE GAS REFRIGERANTE R407C","No esencial","",""
5000958,"MO POR INST DE GAS REFRI R407C","MO POR INST DE GAS REFRI R407C","No esencial","",""
5000959,"SERV DE SOLDADURA DE CAÑERIA DE COBRE","SERV DE SOLDADURA DE CANERIA DE COBRE","No esencial","",""
5000960,"PROV INST AISLANTE 1/2"" (EN TIRAS DE 2M)","PROV INST AISLANTE 1/2"" (EN TIRAS DE 2M)","No esencial","",""
5000961,"MO INST AISLA RUBATEX 1/2"" (TIRAS DE 2M)","MO INST AISLA RUBATEX 1/2"" (TIRAS DE 2M)","No esencial","",""
5000962,"PROV INST AISL RUBATEX 3/4""  TIRAS DE 2M","PROV INST AISL RUBATEX 3/4""  TIRAS DE 2M","No esencial","",""
5000963,"MO INST AISL RUBATEX 3/4""  TIRAS DE 2M","MO INST AISL RUBATEX 3/4""  TIRAS DE 2M","No esencial","",""
5000964,"SP INST AISLT RUBATEX 3/8"" TIRAS DE 2 M","SP INST AISLT RUBATEX 3/8"" TIRAS DE 2 M","No esencial","",""
5000965,"MO INTA AISLT RUBATEX 3/8"" TIRAS DE 2 M","MO INTA AISLT RUBATEX 3/8"" TIRAS DE 2 M","No esencial","",""
5000966,"SP INST AISLT RUBATEX 5/8"" TIRAS DE 2 M","SP INST AISLT RUBATEX 5/8"" TIRAS DE 2 M","No esencial","",""
5000967,"MO INST AISLT RUBATEX 5/8"" TIRAS DE 2 M","MO INST AISLT RUBATEX 5/8"" TIRAS DE 2 M","No esencial","",""
5000968,"SP INST AISLT RUBATEX 7/8"" TIRAS DE 2 M","SP INST AISLT RUBATEX 7/8"" TIRAS DE 2 M","No esencial","",""
5000969,"MO INTA AISLT RUBATEX 7/8"" TIRAS DE 2 M","MO INTA AISLT RUBATEX 7/8"" TIRAS DE 2 M","No esencial","",""
5000970,"SP INST BOBINAS PARA VALVULA INVERSORA","SP INST BOBINAS PARA VALVULA INVERSORA","No esencial","",""
5000971,"MO INST BOBINAS PARA VALVULA INVERSORA","MO INST BOBINAS PARA VALVULA INVERSORA","No esencial","",""
5000972,"SP INST CAÑO DE CU 1/2"" P/ METRO LINEAL","SP INST CANO DE CU 1/2"" P/ METRO LINEAL","No esencial","",""
5000973,"MO INST CAÑO CU 1/2"" P/ METRO LINEAL","MO INST CANO CU 1/2"" P/ METRO LINEAL","No esencial","",""
5000974,"SP INST CAÑO CU 1/4"" P/  METRO LINEAL","SP INST CANO CU 1/4"" P/  METRO LINEAL","No esencial","",""
5000975,"MO INST CAÑO CU 1/4"" P/ METRO LINEAL","MO INST CANO CU 1/4"" P/ METRO LINEAL","No esencial","",""
5000976,"SP INST CAÑO CU 3/4"" P/ METRO LINEAL","SP INST CANO CU 3/4"" P/ METRO LINEAL","No esencial","",""
5000977,"MO INST CAÑO CU 3/4"" P/ METRO LINEAL","MO INST CANO CU 3/4"" P/ METRO LINEAL","No esencial","",""
5000978,"SP INST CAÑO CU 3/8"" P/ METRO LINEAL","SP INST CANO CU 3/8"" P/ METRO LINEAL","No esencial","",""
5000979,"MO INST CAÑO CU 3/8"" P/ METRO LINEAL","MO INST CANO CU 3/8"" P/ METRO LINEAL","No esencial","",""
5000980,"SP INST CAÑO CU 5/16"" P/ METRO LINEAL","SP INST CANO CU 5/16"" P/ METRO LINEAL","No esencial","",""
5000981,"MO INST CAÑO CU 5/16"" P/ METRO LINEAL","MO INST CANO CU 5/16"" P/ METRO LINEAL","No esencial","",""
5000982,"SP INST CAÑO CU 5/8"" P/ METRO LINEAL","SP INST CANO CU 5/8"" P/ METRO LINEAL","No esencial","",""
5000983,"MO INST CAÑO CU 5/8"" P/ METRO LINEAL","MO INST CANO CU 5/8"" P/ METRO LINEAL","No esencial","",""
5000984,"SP INST CAÑO CU 7/8"" P/ METRO LINEAL","SP INST CANO CU 7/8"" P/ METRO LINEAL","No esencial","",""
5000985,"MO INST CAÑO CU 7/8"" P/ METRO LINEAL","MO INST CANO CU 7/8"" P/ METRO LINEAL","No esencial","",""
5000986,"SP INST DE CAPACITOR 35 UF","SP INST DE CAPACITOR 35 UF","No esencial","",""
5000987,"MO INST CAPACITOR 35 UF","MO INST CAPACITOR 35 UF","No esencial","",""
5000988,"SP INST CAPACITOR 4 UF","SP INST CAPACITOR 4 UF","No esencial","",""
5000989,"MO INST CAPACITOR 4 UF","MO INST CAPACITOR 4 UF","No esencial","",""
5000990,"SP INST DE CAPACITOR 45 UF","SP INST DE CAPACITOR 45 UF","No esencial","",""
5000991,"MO INST DE CAPACITOR 45 UF","MO INST DE CAPACITOR 45 UF","No esencial","",""
5000992,"SP INST DE CAPACITOR 50 UF","SP INST DE CAPACITOR 50 UF","No esencial","",""
5000993,"MO INST DE CAPACITOR 50 UF","MO INST DE CAPACITOR 50 UF","No esencial","",""
5000994,"SP INST CINTA TIPO RUBATEX","SP INST CINTA TIPO RUBATEX","No esencial","",""
5000995,"MO INST CINTA TIPO RUBATEX","MO INST CINTA TIPO RUBATEX","No esencial","",""
5000996,"CONDUCTORES ELECTRICOS 1 X 240 MM2","CONDUCTORES ELECTRICOS 1 X 240 MM2","No esencial","",""
5000997,"BAND TIP ESCAL 400X50 SOPORT/HERRAJES/AC","BAND TIP ESCAL 400X50 SOPORT/HERRAJES/AC","No esencial","",""
5000998,"LLAVE TERMOMAGNETICA DE 3X1600 A","LLAVE TERMOMAGNETICA DE 3X1600 A","No esencial","",""
5000999,"MANO DE OBRA","MANO DE OBRA","No esencial","",""
5001000,"TABLERO DE SOBREPONER 1900X800X600","TABLERO DE SOBREPONER 1900X800X600","No esencial","",""
5001001,"MANO DE OBRA","MANO DE OBRA","No esencial","",""
5001003,"MANO DE OBRA - 246","MANO DE OBRA - 246","No esencial","",""
5001004,"MP BOMBA DE VACIO TAUSEM 160-160","MP BOMBA DE VACIO TAUSEM 160-160","No esencial","",""
5001005,"MP BOMBA DE VACIO TAUSEM 190-190","MP BOMBA DE VACIO TAUSEM 190-190","No esencial","",""
5001006,"MP BOMBA DE VACIO TAUSEM 130-130","MP BOMBA DE VACIO TAUSEM 130-130","No esencial","",""
5001007,"MC COMPRESOR DE AIRE  TAUSEM 190-120","MC COMPRESOR DE AIRE  TAUSEM 190-120","No esencial","",""
5001008,"MP COMPRESOR DE AIRE TAUSEM 130-90","MP COMPRESOR DE AIRE TAUSEM 130-90","No esencial","",""
5001009,"MP COMPRESOR DE AIRE TAUSEM 160-110","MP COMPRESOR DE AIRE TAUSEM 160-110","No esencial","",""
5001010,"MP COMPRESOR DE AIRE TAUSEM 110-80","MP COMPRESOR DE AIRE TAUSEM 110-80","No esencial","",""
5001011,"MP BOMBA DE VACIO PALETA ROTATIVA 2X3 HP","MP BOMBA DE VACIO PALETA ROTATIVA 2X3 HP","No esencial","",""
5001012,"MP BOMBA VACIO PALETA ROTATIVA 4X10 HP","MP BOMBA VACIO PALETA ROTATIVA 4X10 HP","No esencial","",""
